source_ref,official_name,brand_family,name,address,city,state,zip,lat,lng,interstate,exit_number,interstate_raw,parking_spaces,fuel_lanes,showers,overnight_parking,parking_restrictions,cat_scale,amenities,has_parking
1147,Pilot Travel Center,Pilot,Pilot Travel Center #1147,127 TX-302,Kermit,TX,79745,31.84359900701591,-103.10390373784327,,,TX-115 & TX-302,25,6,3,,,true,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Cylinder Propane | DEF Lanes | Game Room | Lottery | Truck Parking Spaces | Mobile Ordering,true
79,ONE9 Travel Center,ONE9,ONE9 Travel Center #79,2601 S Range Ave,Denham Springs,LA,70726,30.45202977898857,-90.95706370674591,I-12,10,"I-12, Exit 10",49,5,3,,,false,Electric Vehicle Charging Station | Mobile Ordering,true
44,Pilot Travel Center,Pilot,Pilot Travel Center #44,1701 W Ashley Rd,Boonville,MO,65233,38.939392554387254,-92.77396264986932,I-70,101,"I-70, Exit 101",150,10,8,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | IdleAir | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,true
40,Pilot Travel Center,Pilot,Pilot Travel Center #40,2031 W Ryan Rd,Oak Creek,WI,53154,42.871496,-87.94443,I-94,322,"I-94/41, Exit 322",150,10,8,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,true
35,Pilot Travel Center,Pilot,Pilot Travel Center #35,6424 W Brick Rd,South Bend,IN,46628,41.736021,-86.336832,I-90,72,"I-90, Exit 72",70,6,5,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Truck Parking Spaces | Mobile Ordering,true
190,Pilot Travel Center,Pilot,Pilot Travel Center #190,66 NJ-173,Hampton,NJ,08827,40.636962,-74.968461,I-78,12,"I-78, Exit 12",50,7,6,,,true,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM | CAT Scale | Check Cashing | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,true
234,Pilot Travel Center,Pilot,Pilot Travel Center #234,639 TX-75,Huntsville,TX,77320,30.73834790054042,-95.59376862629608,I-45,118,"I-45, Exit 118",90,8,6,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Truck Wash | Bridgestone Tire Monitoring | Mobile Ordering,true
299,Pilot Travel Center,Pilot,Pilot Travel Center #299,1522 W Market St,Bloomington,IL,61701,40.48273188250577,-89.01720023949142,I-55,160,"I-55/74, Exit 160",80,9,9,,,true,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Truck Parking Spaces | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,true
340,Pilot Travel Center,Pilot,Pilot Travel Center #340,465 Pilot Rd,Fernley,NV,89408,39.613715724713494,-119.26588563239028,I-80,46,"I-80, Exit 46",100,8,7,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Pegasus | Truck Parking Spaces | Truck Wash | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,true
433,Pilot Travel Center,Pilot,Pilot Travel Center #433,8787 S Lancaster Rd,Dallas,TX,75241,32.64209833143373,-96.78035890978698,I-20,470,"I-20, Exit 470",146,11,11,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,true
476,Pilot Travel Center,Pilot,Pilot Travel Center #476,900 Plaza Ave,Woodhull,IL,61490,41.18062583251799,-90.33801015078737,I-74,32,"I-74, Exit 32",35,7,5,,,false,Electric Vehicle Charging Station | Mobile Ordering,true
449,Pilot Travel Center,Pilot,Pilot Travel Center #449,663 Belmont Morristown Rd,Belmont,OH,43718,40.05792171143716,-81.05073331171047,I-70,208,"I-70, Exit 208",67,8,9,,,true,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Mobile Ordering,true
509,Flying J Dealer,Flying J,Flying J Dealer #509,653 W 1400 N,Beaver,UT,84713,38.29298144397975,-112.65285621594792,I-15,112,"I-15, Exit 112",120,8,0,,,false,Diesel Lanes | Showers | Prime Parking Spaces | ATM | DEF Lanes | Drivers Lounge | Game Room | Pegasus | Public Laundry | Truck Parking Spaces,true
618,Flying J Travel Center,Flying J,Flying J Travel Center #618,1501 N Jack Tone Rd,Ripon,CA,95366,37.75586653129383,-121.14354611855804,,237,"CA-99, Exit 237",194,12,15,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Live Parking | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,true
645,Flying J Travel Center,Flying J,Flying J Travel Center #645,1310 East Chain Of Rocks Road,Granite City,IL,62040,38.75996624680677,-90.06543723037397,I-270,,I-270 & Exit 6,185,12,15,,,false,Electric Vehicle Charging Station | Mobile Ordering,true
686,Flying J Travel Center,Flying J,Flying J Travel Center #686,15010 NE-31,Gretna,NE,68028,41.09172935755572,-96.2546809325409,I-80,432,"I-80, Exit 432",155,12,14,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,true
711,Flying J Travel Center,Flying J,Flying J Travel Center #711,1011 N Mountain St,Blacksburg,SC,29702,35.14221575282003,-81.5096186659437,I-85,102,"I-85, Exit 102",148,12,15,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | ATM | Barber Shop | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,true
744,Flying J Travel Center,Flying J,Flying J Travel Center #744,1172 West 21St Street,Ogden,UT,84401,41.2306945,-112.0076735,I-15,,I-15 Exit 343,100,8,9,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Mobile Ordering,true
763,Flying J Travel Center,Flying J,Flying J Travel Center #763,I-80 Johnson Rd,Rawlins,WY,82301,41.778418,-107.3099195,I-80,209,"I-80, Exit 209",200,10,11,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,true
768,Flying J Travel Center,Flying J,Flying J Travel Center #768,1300 N Corrington Ave,Kansas City,MO,64120,39.1306808,-94.4968222,I-435,57,"I-435, Exit 57",121,7,8,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,true
890,Pilot Dealer,Pilot,Pilot Dealer #890,2299 US-62,Kuttawa,KY,42055,37.07163547009485,-88.12357657672118,I-24,40,"I-24/US-62, Exit 40",100,8,0,,,true,Diesel Lanes | Showers | Prime Parking Spaces | ATM | CAT Scale | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces,true
1025,Flying J Travel Center,Flying J,Flying J Travel Center #1025,102 Sheldon Rd,Channelview,TX,77530,29.771253698073,-95.12521722149829,I-10,783,"I-10, Exit 783",80,8,7,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,true
904,Flying J Travel Center,Flying J,Flying J Travel Center #904,109 Circle Rd,Big Springs,NE,69122,41.05172082040372,-102.07038347050019,I-80,107,"I-80, Exit 107",500,10,18,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,true
1051,Pilot Travel Center,Pilot,Pilot Travel Center #1051,1119 Lowe-Grout Rd,Iowa,LA,70647,30.253344519398894,-93.01461773187712,I-10,43,"I-10, Exit 43",88,8,7,,,false,Electric Vehicle Charging Station | Mobile Ordering,true
1219,Pilot Travel Center,Pilot,Pilot Travel Center #1219,10 Interstate Dr,Vandalia,IL,62471,38.97110867284354,-89.13613661090096,I-70,61,"I-70, Exit 61",93,6,5,,,false,Diesel Lanes | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,true
1070,Pilot Travel Center,Pilot,Pilot Travel Center #1070,2464 U.S. Route 66,Santa Rosa,NM,88435,34.946885554042,-104.65187099365306,I-40,277,"I-40/US-84, Exit 277",63,8,7,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Mobile Ordering,true
310,Pilot Travel Center,Pilot,Pilot Travel Center #310,1405 E Main St,Duncan,SC,29334,34.9154369,-82.1081168,I-85,63,"I-85/SC-290, Exit 63",35,6,8,,,false,Diesel Lanes | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,true
270,Pilot Travel Center,Pilot,Pilot Travel Center #270,314 Lovell Rd,Knoxville,TN,37934,35.903704365375,-84.1406952139758,I-40,374,"I-40/75, Exit 374",80,7,8,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,true
165,Pilot Travel Center,Pilot,Pilot Travel Center #165,2500 N 3rd St,Effingham,IL,62401,39.149186,-88.530599,I-57,162,"I-57/70, Exit 162",100,8,7,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Bridgestone Tire Monitoring | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,true
174,Pilot Travel Center,Pilot,Pilot Travel Center #174,500 MS-15,New Albany,MS,38652,34.467802,-89.006085,I-22,64,"I-22, Exit 64",90,7,7,,,false,Electric Vehicle Charging Station | Mobile Ordering,true
317,Pilot Travel Center,Pilot,Pilot Travel Center #317,4500 Hwy 43,Joplin,MO,64804,37.00457624942932,-94.55251308902434,I-44,4,"I-44/MO-43, Exit 4",90,9,7,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Game Room | Lottery | Pegasus | Truck Parking Spaces | Mobile Ordering,true
322,Pilot Travel Center,Pilot,Pilot Travel Center #322,7767 State Route 53,Bath,NY,14810,42.37723877582238,-77.36399323439332,I-86,37,"I-86, Exit 37",70,7,4,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,true
346,Pilot Travel Center,Pilot,Pilot Travel Center #346,522 Hwy 601 S,Lugoff,SC,29078,34.19251849604202,-80.68683926441801,I-20,92,"I-20/US-601, Exit 92",60,6,4,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces | Mobile Ordering,true
370,Pilot Travel Center,Pilot,Pilot Travel Center #370,417 PA-315,Pittston,PA,18640,41.314110735783714,-75.75502052387314,I-81,175,"I-81, Exit 175",58,8,7,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,true
350,Pilot Travel Center,Pilot,Pilot Travel Center #350,1050 US-20,Mountain Home,ID,83647,43.14207101330615,-115.66325638860148,I-84,95,"I-84/US-20, Exit 95",100,9,9,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,true
442,Pilot Travel Center,Pilot,Pilot Travel Center #442,1701 MO-84,Hayti,MO,63851,36.227528697642846,-89.72536741120311,I-55,19,"I-55, Exit 19",120,9,8,,,false,Electric Vehicle Charging Station | Mobile Ordering,true
468,Pilot Travel Center,Pilot,Pilot Travel Center #468,815 US-24,Gilman,IL,60938,40.75077462353107,-88.00137825353703,I-57,283,"I-57, Exit 283",80,7,7,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,true
470,Flying J Travel Center,Flying J,Flying J Travel Center #470,1191 70th Ave,Roberts,WI,54023,44.96303699688667,-92.56048288731287,I-94,10,"I-94/US-65, Exit 10",86,8,9,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,true
485,Pilot Travel Center,Pilot,Pilot Travel Center #485,5625 W Winnemucca Blvd,Winnemucca,NV,89445,40.93132237801621,-117.80431568968169,I-80,173,"I-80, Exit 173",43,7,5,,,true,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Game Room | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Mobile Ordering,true
592,Pilot Travel Center,Pilot,Pilot Travel Center #592,2195 Hwy 6 and 50,Grand Junction,CO,81505,39.1125035,-108.6481721,I-70,26,"I-70, Exit 26",69,8,5,,,false,Electric Vehicle Charging Station | Mobile Ordering,true
657,Flying J Dealer,Flying J,Flying J Dealer #657,2524 E Wyatt Earp Blvd,Dodge City,KS,67801,37.75238551709518,-99.98024221097565,,,US-400 & US-283,63,4,0,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces,true
662,Flying J Travel Center,Flying J,Flying J Travel Center #662,18750 Herndon Oak Grove Rd,Oak Grove,KY,42262,36.69733963879761,-87.45467198147583,I-24,86,"I-24, Exit 86",130,8,9,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,true
672,Flying J Travel Center,Flying J,Flying J Travel Center #672,700 State Hwy J,Peculiar,MO,64078,38.72294493624515,-94.45210486871717,I-49,167,"I-49, Exit 167",165,8,9,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,true
710,Flying J Travel Center,Flying J,Flying J Travel Center #710,1623 Oliver Rd,New Milford,PA,18834,41.82452317462087,-75.68204660845947,I-81,219,"I-81, Exit 219",118,8,9,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Cylinder Propane | DEF Lanes | Game Room | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,true
720,Flying J Travel Center,Flying J,Flying J Travel Center #720,1420 TN-96 N,Fairview,TN,37062,36.026395,-87.17167,I-40,182,"I-40/TN-96, Exit 182",150,8,9,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,true
727,Flying J Travel Center,Flying J,Flying J Travel Center #727,1305 E Monte Cristo Rd,Edinburg,TX,78542,26.33633561175397,-98.14358108598327,,9,"I-69C, Exit 9",200,8,9,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,true
736,Flying J Travel Center,Flying J,Flying J Travel Center #736,100 E Pinehurst St,Pecos,TX,79772,31.401066827695132,-103.48657789407946,I-20,42,"I-20, Exit 42",200,10,9,,,true,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,true
903,Pilot Travel Center,Pilot,Pilot Travel Center #903,1944 N 9th St,Salina,KS,67401,38.874055906647136,-97.61086160873718,I-70,252,"I-70, Exit 252",150,11,13,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,true
909,Pilot Licensed Location,Pilot,Pilot Licensed Location #909,1350 W Roosevelt Hwy,Shelby,MT,59474,48.513041242657266,-111.87263550793458,I-15,363,"I-15, Exit 363",70,10,6,,,true,Diesel Lanes | Showers | ATM | CAT Scale | DEF Lanes | Game Room | Public Laundry | Truck Parking Spaces,true
911,Pilot Licensed Location,Pilot,Pilot Licensed Location #911,27 Diamond Road,Superior,MT,59872,47.18954944087357,-114.88601253505708,I-90,47,"I-90, Exit 47",10,7,0,,,false,Diesel Lanes | Showers | ATM | DEF Lanes | Game Room | Truck Parking Spaces,true
915,Pilot Licensed Location,Pilot,Pilot Licensed Location #915,2711 N Frontage Rd,Billings,MT,59101,45.81616938974165,-108.41676835449219,I-90,455,"I-90, Exit 455",156,10,0,,,true,Diesel Lanes | Showers | ATM | CAT Scale | DEF Lanes | Public Laundry | Truck Parking Spaces,true
923,Flying J Licensed Location,Flying J,Flying J Licensed Location #923,2775 Old Hardin Rd,Billings,MT,59101,45.81294223502462,-108.41528326064378,I-90,455,"I-90, Exit 455",125,8,0,,,true,Diesel Lanes | Showers | Premium Wifi | ATM | CAT Scale | DEF Lanes | Drivers Lounge | Truck Parking Spaces,true
1006,Pilot Travel Center,Pilot,Pilot Travel Center #1006,2342 N Main St,Junction,TX,76849,30.505646584402083,-99.77643698518067,I-10,456,"I-10, Exit 456",44,8,7,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,true
1033,Flying J Travel Center,Flying J,Flying J Travel Center #1033,3302 Garden City Hwy,Midland,TX,79706,31.9806242,-102.0337402,I-20,137B,"I-20, Exit 137B",137,9,9,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,true
1054,Pilot Travel Center,Pilot,Pilot Travel Center #1054,10700 U.S. Hwy 183 N.,Buda,TX,78610,30.0347448,-97.6869554,,,Hwy 183 & Hwy 21,28,4,2,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Cylinder Propane | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,true
1086,Flying J Travel Center,Flying J,Flying J Travel Center #1086,6255 IN-18,Marion,IN,46952,40.55436688312811,-85.55450341640427,I-69,264,"I-69/IN-18, Exit 264",80,8,7,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Cylinder Propane | DEF Lanes | Drivers Lounge | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,true
4567,ONE9 Travel Center,ONE9,ONE9 Travel Center #4567,1155 S Anderson Rd,Rock Hill,SC,29730,34.91319420378422,-80.97954384629517,I-77,77,"I-77, Exit 77",30,8,4,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Pegasus | Truck Parking Spaces | Mobile Ordering,true
4599,Pilot Travel Center,Pilot,Pilot Travel Center #4599,640 Dixie Lee Ave,Monteagle,TN,37356,35.23287234838486,-85.82578254469547,I-24,135,"I-24, Exit 135",79,8,7,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | CAT Scale | Cylinder Propane | DEF Lanes | Pegasus | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,true
1014,Flying J Licensed Location,Flying J,Flying J Licensed Location #1014,73 MT-16,Glendive,MT,59330,47.11661345471493,-104.73656480754852,I-94,213,"I-94, Exit 213",200,8,0,,,true,Diesel Lanes | Showers | ATM | CAT Scale | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry,true
1203,Mr. Fuel Travel Center,Mr. Fuel Travel Center,Mr. Fuel Travel Center #1203,10580 Old Hwy 80 W,Meridian,MS,39307,32.34330003394725,-88.79821347876684,I-20,129,"I-20, Exit 129",96,12,8,,,true,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM | CAT Scale | DEF Lanes | Public Laundry | Truck Parking Spaces | Mobile Ordering,true
1211,Pilot Travel Center,Pilot,Pilot Travel Center #1211,1103 S Main St,Andrews,TX,79714,32.307315792686104,-102.54191470407389,,,"US-385, SE Loop 1910",56,6,5,,,false,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM | Check Cashing | DEF Lanes | Lottery | Public Laundry | Truck Parking Spaces | Mobile Ordering,true
1212,Pilot Travel Center,Pilot,Pilot Travel Center #1212,48286 Vicksburg Rd,Salome,AZ,85348,33.633721329113875,-113.76836530256524,I-10,45,"I-10, Exit 45",20,8,4,,,false,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM | Bulk Propane | DEF Lanes | Truck Parking Spaces | Mobile Ordering,true
1215,One9 Travel Center,ONE9,One9 Travel Center #1215,48710 Vicksburg Rd,Salome,AZ,85348,33.627656363554415,-113.76779908173792,I-10,45,"I-10, Exit 45",0,9,6,,,false,Diesel Lanes | Showers | Diesel Mobile Fueling | DEF Lanes | Mobile Ordering,false
1235,Pilot Dealer,Pilot,Pilot Dealer #1235,9250 S Avenue 40 E,Tacna,AZ,85352,32.69052428133354,-113.95404036662799,I-8,42,"I-8, Exit 42",40,6,0,,,false,Diesel Lanes | Diesel Mobile Fueling | ATM | Bulk Propane | Cylinder Propane | DEF Lanes | Lottery | Truck Parking Spaces,true
934,Flying J Travel Center,Flying J,Flying J Travel Center #934,63276 OR-203,La Grande,OR,97850,45.29734952377309,-118.04397742666467,I-84,265,"I-84, Exit 265",50,7,3,,,true,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Drivers Lounge | Game Room | Lottery | Public Laundry | Truck Parking Spaces | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,true
1145,Pilot Travel Center,Pilot,Pilot Travel Center #1145,11501 TX-191 E,Midland,TX,79706,31.967599424046014,-102.25234190810527,,,TX-191 & TX-349,40,7,5,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | ATM | CAT Scale | Check Cashing | DEF Lanes | Public Laundry | Truck Parking Spaces | Mobile Ordering,true
1174,Pilot Travel Center,Pilot,Pilot Travel Center #1174,104 W Trefz Dr,Marshall,IL,62441,39.419042376,-87.695321274,I-70,147,"I-70, Exit 147",63,8,5,,,false,Electric Vehicle Charging Station | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,true
1181,Pilot Travel Center,Pilot,Pilot Travel Center #1181,1201 E IL-38,Rochelle,IL,61068,41.93554805391559,-89.01751491439755,I-39,99,"I-39, Exit 99",78,8,5,,,false,Diesel Lanes | Electric Vehicle Charging Station | Mobile Ordering,true
1177,Flying J Travel Center,Flying J,Flying J Travel Center #1177,14320 Slover Ave,Fontana,CA,92337,34.06359049744368,-117.49366586392784,I-10,61,"I-10, Exit 61",36,10,7,,,false,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | DEF Lanes | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,true
